group,path,fmt,w,h,alpha,size,mode
eaRig,ogre/anims/idle/f/4/d,WEBP,187,290,True,16578,RGBA
eaRig,ogre/anims/idle/f/5/d,WEBP,188,288,True,16462,RGBA
eaRig,ogre/anims/idle/f/6/d,WEBP,188,287,True,16746,RGBA
eaRig,ogre/anims/idle/f/7/d,WEBP,188,287,True,16720,RGBA
eaRig,ogre/anims/idle/f/8/d,WEBP,187,288,True,17076,RGBA
eaRig,ogre/anims/idle/f/9/d,WEBP,188,290,True,17120,RGBA
eaRig,ogre/anims/idle/f/10/d,WEBP,193,292,True,17398,RGBA
eaRig,ogre/anims/idle/f/11/d,WEBP,197,294,True,17512,RGBA
eaRig,ogre/anims/idle/f/12/d,WEBP,192,296,True,16974,RGBA
eaRig,ogre/anims/idle/f/13/d,WEBP,192,296,True,16854,RGBA
eaRig,ogre/anims/strike/f/0/d,WEBP,193,297,True,16296,RGBA
eaRig,ogre/anims/strike/f/1/d,WEBP,187,292,True,16352,RGBA
eaRig,ogre/anims/strike/f/2/d,WEBP,188,287,True,16280,RGBA
eaRig,ogre/anims/strike/f/3/d,WEBP,186,296,True,15162,RGBA
eaRig,ogre/anims/strike/f/4/d,WEBP,189,338,True,14952,RGBA
eaRig,ogre/anims/strike/f/5/d,WEBP,197,336,True,15160,RGBA
eaRig,ogre/anims/strike/f/6/d,WEBP,220,332,True,15458,RGBA
eaRig,ogre/anims/strike/f/7/d,WEBP,363,348,True,21114,RGBA
eaRig,ogre/anims/strike/f/8/d,WEBP,438,195,True,18744,RGBA
eaRig,ogre/anims/strike/f/9/d,WEBP,475,208,True,19076,RGBA
eaRig,ogre/anims/strike/f/10/d,WEBP,488,250,True,18008,RGBA
eaRig,ogre/anims/strike/f/11/d,WEBP,499,293,True,18270,RGBA
eaRig,ogre/anims/strike/f/12/d,WEBP,508,334,True,18982,RGBA
eaRig,ogre/anims/strike/f/13/d,WEBP,517,345,True,19924,RGBA
eaRig,skeleton/anims/death/f/0/d,WEBP,75,111,True,4394,RGBA
eaRig,skeleton/anims/death/f/1/d,WEBP,110,145,True,4968,RGBA
eaRig,skeleton/anims/death/f/2/d,WEBP,103,141,True,4836,RGBA
eaRig,skeleton/anims/death/f/3/d,WEBP,119,116,True,5088,RGBA
eaRig,skeleton/anims/death/f/4/d,WEBP,180,92,True,3494,RGBA
eaRig,skeleton/anims/death/f/5/d,WEBP,154,74,True,3628,RGBA
eaRig,skeleton/anims/death/f/6/d,WEBP,183,52,True,3320,RGBA
eaRig,skeleton/anims/death/f/7/d,WEBP,186,51,True,3302,RGBA
eaRig,skeleton/anims/dmg/f/0/d,WEBP,70,116,True,4436,RGBA
eaRig,skeleton/anims/dmg/f/1/d,WEBP,90,104,True,4472,RGBA
eaRig,skeleton/anims/dmg/f/2/d,WEBP,86,111,True,4372,RGBA
eaRig,skeleton/anims/dmg/f/3/d,WEBP,84,109,True,4176,RGBA
eaRig,skeleton/anims/dmg/f/4/d,WEBP,83,113,True,4262,RGBA
eaRig,skeleton/anims/dmg/f/5/d,WEBP,83,115,True,4272,RGBA
eaRig,skeleton/anims/dmg/f/6/d,WEBP,83,116,True,4378,RGBA
eaRig,skeleton/anims/dmg/f/7/d,WEBP,81,117,True,4294,RGBA
eaRig,skeleton/anims/dmg/f/8/d,WEBP,76,116,True,4342,RGBA
eaRig,skeleton/anims/dmg/f/9/d,WEBP,70,116,True,4426,RGBA
eaRig,skeleton/anims/idle/f/0/d,WEBP,75,115,True,4700,RGBA
eaRig,skeleton/anims/idle/f/1/d,WEBP,76,114,True,4656,RGBA
eaRig,skeleton/anims/idle/f/2/d,WEBP,76,114,True,4712,RGBA
eaRig,skeleton/anims/idle/f/3/d,WEBP,77,113,True,4742,RGBA
eaRig,skeleton/anims/idle/f/4/d,WEBP,77,114,True,4802,RGBA
eaRig,skeleton/anims/idle/f/5/d,WEBP,77,115,True,4830,RGBA
eaRig,skeleton/anims/idle/f/6/d,WEBP,78,115,True,4804,RGBA
eaRig,skeleton/anims/idle/f/7/d,WEBP,78,114,True,4736,RGBA
eaRig,skeleton/anims/idle/f/8/d,WEBP,78,114,True,4656,RGBA
eaRig,skeleton/anims/idle/f/9/d,WEBP,77,114,True,4752,RGBA
eaRig,skeleton/anims/idle/f/10/d,WEBP,75,115,True,4736,RGBA
eaRig,skeleton/anims/idle/f/11/d,WEBP,75,115,True,4708,RGBA
eaRig,skeleton/anims/strike/f/0/d,WEBP,73,116,True,4532,RGBA
eaRig,skeleton/anims/strike/f/1/d,WEBP,73,105,True,4978,RGBA
eaRig,skeleton/anims/strike/f/2/d,WEBP,99,104,True,5204,RGBA
eaRig,skeleton/anims/strike/f/3/d,WEBP,145,108,True,5648,RGBA
eaRig,skeleton/anims/strike/f/4/d,WEBP,94,143,True,5272,RGBA
eaRig,skeleton/anims/strike/f/5/d,WEBP,89,141,True,5122,RGBA
eaRig,skeleton/anims/strike/f/6/d,WEBP,84,137,True,5078,RGBA
eaRig,skeleton/anims/strike/f/7/d,WEBP,74,129,True,5058,RGBA
eaRig,skeleton/anims/strike/f/8/d,WEBP,65,119,True,4416,RGBA
eaRig,skeleton/anims/strike/f/9/d,WEBP,68,117,True,4300,RGBA
eaRig,skeleton/anims/strike/f/10/d,WEBP,73,116,True,4346,RGBA
eaRig,rageDemon/anims/death/f/0/d,WEBP,188,139,True,7018,RGBA
eaRig,rageDemon/anims/death/f/1/d,WEBP,175,142,True,7038,RGBA
eaRig,rageDemon/anims/death/f/2/d,WEBP,184,164,True,7564,RGBA
eaRig,rageDemon/anims/death/f/3/d,WEBP,178,157,True,7814,RGBA
eaRig,rageDemon/anims/death/f/4/d,WEBP,167,150,True,7774,RGBA
eaRig,rageDemon/anims/death/f/5/d,WEBP,170,147,True,7842,RGBA
eaRig,rageDemon/anims/death/f/6/d,WEBP,182,142,True,6876,RGBA
eaRig,rageDemon/anims/death/f/7/d,WEBP,188,130,True,6578,RGBA
eaRig,rageDemon/anims/death/f/8/d,WEBP,152,157,True,6624,RGBA
eaRig,rageDemon/anims/death/f/9/d,WEBP,154,144,True,4356,RGBA
eaRig,rageDemon/anims/death/f/10/d,WEBP,155,78,True,2946,RGBA
eaRig,rageDemon/anims/death/f/11/d,WEBP,155,31,True,2206,RGBA
eaRig,rageDemon/anims/death/f/12/d,WEBP,155,31,True,2080,RGBA
eaRig,rageDemon/anims/death/f/13/d,WEBP,155,31,True,2136,RGBA
eaRig,rageDemon/anims/dmg/f/0/d,WEBP,188,138,True,6978,RGBA
eaRig,rageDemon/anims/dmg/f/1/d,WEBP,184,147,True,6690,RGBA
eaRig,rageDemon/anims/dmg/f/2/d,WEBP,181,164,True,7352,RGBA
eaRig,rageDemon/anims/dmg/f/3/d,WEBP,179,158,True,7228,RGBA
eaRig,rageDemon/anims/dmg/f/4/d,WEBP,177,138,True,7114,RGBA
eaRig,rageDemon/anims/dmg/f/5/d,WEBP,173,137,True,7046,RGBA
eaRig,rageDemon/anims/dmg/f/6/d,WEBP,177,142,True,6806,RGBA
eaRig,rageDemon/anims/dmg/f/7/d,WEBP,187,145,True,7344,RGBA
eaRig,rageDemon/anims/dmg/f/8/d,WEBP,190,142,True,7278,RGBA
eaRig,rageDemon/anims/dmg/f/9/d,WEBP,189,140,True,7162,RGBA
eaRig,rageDemon/anims/dmg/f/10/d,WEBP,188,140,True,7100,RGBA
eaRig,rageDemon/anims/idle/f/0/d,WEBP,188,139,True,7024,RGBA
eaRig,rageDemon/anims/idle/f/1/d,WEBP,188,140,True,7044,RGBA
eaRig,rageDemon/anims/idle/f/2/d,WEBP,188,141,True,7150,RGBA
eaRig,rageDemon/anims/idle/f/3/d,WEBP,187,142,True,6956,RGBA
eaRig,rageDemon/anims/idle/f/4/d,WEBP,187,143,True,7138,RGBA
eaRig,rageDemon/anims/idle/f/5/d,WEBP,187,146,True,7322,RGBA
eaRig,rageDemon/anims/idle/f/6/d,WEBP,186,150,True,7538,RGBA
eaRig,rageDemon/anims/idle/f/7/d,WEBP,186,149,True,7680,RGBA
eaRig,rageDemon/anims/idle/f/8/d,WEBP,186,145,True,7352,RGBA
eaRig,rageDemon/anims/idle/f/9/d,WEBP,187,143,True,7422,RGBA
eaRig,rageDemon/anims/idle/f/10/d,WEBP,188,142,True,7510,RGBA
eaRig,rageDemon/anims/idle/f/11/d,WEBP,188,142,True,7514,RGBA
eaRig,rageDemon/anims/idle/f/12/d,WEBP,189,142,True,7396,RGBA
eaRig,rageDemon/anims/idle/f/13/d,WEBP,189,142,True,7428,RGBA
eaRig,rageDemon/anims/idle/f/14/d,WEBP,189,142,True,7352,RGBA
eaRig,rageDemon/anims/idle/f/15/d,WEBP,189,141,True,7340,RGBA
eaRig,rageDemon/anims/idle/f/16/d,WEBP,189,144,True,7464,RGBA
eaRig,rageDemon/anims/idle/f/17/d,WEBP,189,139,True,7116,RGBA
eaRig,rageDemon/anims/idle/f/18/d,WEBP,188,139,True,7032,RGBA
eaRig,rageDemon/anims/strike/f/0/d,WEBP,188,139,True,6964,RGBA
eaRig,rageDemon/anims/strike/f/1/d,WEBP,198,143,True,7332,RGBA
eaRig,rageDemon/anims/strike/f/2/d,WEBP,194,146,True,7162,RGBA
eaRig,rageDemon/anims/strike/f/3/d,WEBP,190,188,True,7410,RGBA
eaRig,rageDemon/anims/strike/f/4/d,WEBP,191,183,True,7848,RGBA
eaRig,rageDemon/anims/strike/f/5/d,WEBP,219,184,True,7312,RGBA
eaRig,rageDemon/anims/strike/f/6/d,WEBP,326,124,True,8076,RGBA
eaRig,rageDemon/anims/strike/f/7/d,WEBP,239,143,True,8544,RGBA
eaRig,rageDemon/anims/strike/f/8/d,WEBP,202,141,True,7470,RGBA
eaRig,rageDemon/anims/strike/f/9/d,WEBP,188,141,True,7136,RGBA
eaRig,desire/anims/idle/f/0/d,WEBP,61,128,True,2954,RGBA
eaRig,desire/anims/idle/f/1/d,WEBP,61,125,True,3010,RGBA
eaRig,desire/anims/idle/f/2/d,WEBP,61,125,True,2864,RGBA
eaRig,desire/anims/idle/f/3/d,WEBP,61,124,True,2874,RGBA
eaRig,desire/anims/idle/f/4/d,WEBP,61,123,True,2790,RGBA
eaRig,desire/anims/idle/f/5/d,WEBP,61,124,True,2806,RGBA
eaRig,desire/anims/idle/f/6/d,WEBP,61,126,True,2758,RGBA
eaRig,desire/anims/idle/f/7/d,WEBP,61,124,True,2910,RGBA
eaRig,desire/anims/idle/f/8/d,WEBP,61,126,True,2736,RGBA
eaRig,desire/anims/idle/f/9/d,WEBP,61,126,True,2750,RGBA
eaRig,desire/anims/idle/f/10/d,WEBP,61,126,True,2900,RGBA
eaRig,desire/anims/idle/f/11/d,WEBP,61,127,True,2782,RGBA
eaRig,desire/anims/idle/f/12/d,WEBP,61,128,True,2788,RGBA
eaRig,desire/anims/idle/f/13/d,WEBP,61,127,True,2846,RGBA
eaRig,desire/anims/idle/f/14/d,WEBP,61,127,True,2868,RGBA
eaRig,desire/anims/idle/f/15/d,WEBP,61,127,True,2894,RGBA
eaRig,desire/anims/idle/f/16/d,WEBP,61,126,True,2896,RGBA
eaRig,desire/anims/idle/f/17/d,WEBP,61,127,True,3120,RGBA
eaRig,desire/anims/idle/f/18/d,WEBP,61,126,True,2972,RGBA
eaRig,desire/anims/strike/f/0/d,WEBP,61,127,True,2948,RGBA
eaRig,desire/anims/strike/f/1/d,WEBP,62,121,True,3388,RGBA
eaRig,desire/anims/strike/f/2/d,WEBP,72,118,True,3478,RGBA
eaRig,desire/anims/strike/f/3/d,WEBP,91,106,True,3578,RGBA
eaRig,desire/anims/strike/f/4/d,WEBP,85,108,True,3436,RGBA
eaRig,desire/anims/strike/f/5/d,WEBP,90,106,True,3542,RGBA
eaRig,desire/anims/strike/f/6/d,WEBP,89,107,True,3618,RGBA
eaRig,desire/anims/strike/f/7/d,WEBP,87,109,True,3590,RGBA
eaRig,desire/anims/strike/f/8/d,WEBP,85,108,True,3582,RGBA
eaRig,desire/anims/strike/f/9/d,WEBP,83,109,True,3518,RGBA
eaRig,desire/anims/strike/f/10/d,WEBP,82,109,True,3564,RGBA
eaRig,desire/anims/strike/f/11/d,WEBP,81,109,True,3558,RGBA
eaRig,desire/anims/strike/f/12/d,WEBP,85,108,True,3554,RGBA
eaRig,desire/anims/strike/f/13/d,WEBP,83,111,True,3466,RGBA
eaRig,desire/anims/strike/f/14/d,WEBP,72,117,True,3470,RGBA
eaRig,desire/anims/strike/f/15/d,WEBP,62,122,True,3382,RGBA
eaRig,desire/anims/strike/f/16/d,WEBP,61,124,True,3256,RGBA
eaRig,desire/anims/dmg/f/0/d,WEBP,61,119,True,3198,RGBA
eaRig,desire/anims/dmg/f/1/d,WEBP,66,120,True,3434,RGBA
eaRig,desire/anims/dmg/f/2/d,WEBP,73,114,True,3682,RGBA
eaRig,desire/anims/dmg/f/3/d,WEBP,71,115,True,3416,RGBA
eaRig,desire/anims/dmg/f/4/d,WEBP,71,112,True,3306,RGBA
eaRig,desire/anims/dmg/f/5/d,WEBP,71,110,True,3648,RGBA
eaRig,desire/anims/dmg/f/6/d,WEBP,67,107,True,3366,RGBA
eaRig,desire/anims/dmg/f/7/d,WEBP,62,113,True,3278,RGBA
eaRig,desire/anims/dmg/f/8/d,WEBP,61,119,True,3028,RGBA
eaRig,desire/anims/dmg/f/9/d,WEBP,61,121,True,2870,RGBA
eaRig,desire/anims/dmg/f/10/d,WEBP,61,122,True,2864,RGBA
eaRig,desire/anims/dmg/f/11/d,WEBP,61,125,True,2944,RGBA
eaRig,desire/anims/dmg/f/12/d,WEBP,61,127,True,2938,RGBA
eaRig,desire/anims/dmg/f/13/d,WEBP,61,127,True,2946,RGBA
eaRig,desire/anims/death/f/0/d,WEBP,61,119,True,3060,RGBA
eaRig,desire/anims/death/f/1/d,WEBP,81,111,True,3792,RGBA
eaRig,desire/anims/death/f/2/d,WEBP,71,115,True,3418,RGBA
eaRig,desire/anims/death/f/3/d,WEBP,71,110,True,3360,RGBA
eaRig,desire/anims/death/f/4/d,WEBP,63,91,True,2680,RGBA
eaRig,desire/anims/death/f/5/d,WEBP,64,81,True,2306,RGBA
eaRig,desire/anims/death/f/6/d,WEBP,64,90,True,2708,RGBA
eaRig,desire/anims/death/f/7/d,WEBP,108,50,True,3048,RGBA
eaRig,desire/anims/death/f/8/d,WEBP,124,35,True,2488,RGBA
eaRig,desire/anims/death/f/9/d,WEBP,130,25,True,2314,RGBA
eaRig,desire/anims/fwd/f/0/d,WEBP,61,131,True,2954,RGBA
eaRig,desire/anims/fwd/f/1/d,WEBP,61,129,True,2916,RGBA
eaRig,desire/anims/fwd/f/2/d,WEBP,61,127,True,3296,RGBA
eaRig,desire/anims/fwd/f/3/d,WEBP,61,126,True,3334,RGBA
eaRig,desire/anims/fwd/f/4/d,WEBP,61,126,True,3206,RGBA
eaRig,desire/anims/fwd/f/5/d,WEBP,61,128,True,3112,RGBA
eaRig,desire/anims/fwd/f/6/d,WEBP,61,130,True,2864,RGBA
eaRig,desire/anims/fwd/f/7/d,WEBP,61,128,True,3124,RGBA
eaRig,desire/anims/fwd/f/8/d,WEBP,61,128,True,2986,RGBA
eaRig,desire/anims/fwd/f/9/d,WEBP,65,126,True,3096,RGBA
eaRig,desire/anims/fwd/f/10/d,WEBP,61,126,True,3100,RGBA
eaRig,desire/anims/fwd/f/11/d,WEBP,61,128,True,3120,RGBA
eaRig,desire/anims/fwd/f/12/d,WEBP,61,130,True,2990,RGBA
eaRig,desire/anims/fwd/f/13/d,WEBP,61,130,True,2956,RGBA
eaRig,desire/portrait,WEBP,223,391,True,7012,RGBA
eaRig,deepstalker/anims/death/f/0/d,WEBP,187,91,True,2626,RGBA
eaRig,deepstalker/anims/death/f/1/d,WEBP,125,104,True,2486,RGBA
eaRig,deepstalker/anims/death/f/2/d,WEBP,90,104,True,2048,RGBA
eaRig,deepstalker/anims/death/f/3/d,WEBP,77,42,True,1058,RGBA
eaRig,deepstalker/anims/death/f/4/d,WEBP,72,39,True,912,RGBA
eaRig,deepstalker/anims/death/f/5/d,WEBP,72,36,True,830,RGBA
eaRig,deepstalker/anims/death/f/6/d,WEBP,73,32,True,806,RGBA
eaRig,deepstalker/anims/death/f/7/d,WEBP,73,32,True,1546,RGBA
eaRig,deepstalker/anims/death/f/8/d,WEBP,73,32,True,1774,RGBA
eaRig,deepstalker/anims/death/f/9/d,WEBP,73,32,True,1872,RGBA
eaRig,deepstalker/anims/death/f/10/d,WEBP,73,32,True,1934,RGBA
eaRig,deepstalker/anims/death/f/11/d,WEBP,73,32,True,1858,RGBA
eaRig,deepstalker/anims/death/f/12/d,WEBP,73,32,True,1904,RGBA
eaRig,deepstalker/anims/death/f/13/d,WEBP,72,31,True,1864,RGBA
eaRig,deepstalker/anims/dmg/f/0/d,WEBP,187,92,True,2552,RGBA
eaRig,deepstalker/anims/dmg/f/1/d,WEBP,170,97,True,2684,RGBA
eaRig,deepstalker/anims/dmg/f/2/d,WEBP,156,96,True,2558,RGBA
eaRig,deepstalker/anims/dmg/f/3/d,WEBP,158,81,True,2376,RGBA
eaRig,deepstalker/anims/dmg/f/4/d,WEBP,163,82,True,2340,RGBA
eaRig,deepstalker/anims/dmg/f/5/d,WEBP,171,87,True,2350,RGBA
eaRig,deepstalker/anims/dmg/f/6/d,WEBP,175,87,True,2326,RGBA
eaRig,deepstalker/anims/dmg/f/7/d,WEBP,180,88,True,2380,RGBA
eaRig,deepstalker/anims/dmg/f/8/d,WEBP,183,89,True,2390,RGBA
eaRig,deepstalker/anims/dmg/f/9/d,WEBP,189,90,True,2440,RGBA
eaRig,deepstalker/anims/dmg/f/10/d,WEBP,194,91,True,2418,RGBA
eaRig,deepstalker/anims/dmg/f/11/d,WEBP,196,92,True,2506,RGBA
eaRig,deepstalker/anims/dmg/f/12/d,WEBP,190,92,True,2502,RGBA
eaRig,deepstalker/anims/dmg/f/13/d,WEBP,187,92,True,2552,RGBA
eaRig,deepstalker/anims/idle/f/0/d,WEBP,188,92,True,2642,RGBA
eaRig,deepstalker/anims/idle/f/1/d,WEBP,183,92,True,2610,RGBA
eaRig,deepstalker/anims/idle/f/2/d,WEBP,182,92,True,2656,RGBA
eaRig,deepstalker/anims/idle/f/3/d,WEBP,186,92,True,2592,RGBA
eaRig,deepstalker/anims/idle/f/4/d,WEBP,188,92,True,2580,RGBA
eaRig,deepstalker/anims/idle/f/5/d,WEBP,190,92,True,2510,RGBA
eaRig,deepstalker/anims/idle/f/6/d,WEBP,191,92,True,2450,RGBA
eaRig,deepstalker/anims/idle/f/7/d,WEBP,194,92,True,2540,RGBA
eaRig,deepstalker/anims/idle/f/8/d,WEBP,192,92,True,2448,RGBA
eaRig,deepstalker/anims/idle/f/9/d,WEBP,192,92,True,2516,RGBA
eaRig,deepstalker/anims/idle/f/10/d,WEBP,193,92,True,2514,RGBA
eaRig,deepstalker/anims/idle/f/11/d,WEBP,190,92,True,2460,RGBA
eaRig,deepstalker/anims/idle/f/12/d,WEBP,187,92,True,2576,RGBA
eaRig,deepstalker/anims/idle/f/13/d,WEBP,188,92,True,2576,RGBA
eaRig,deepstalker/anims/idle/f/14/d,WEBP,186,92,True,2620,RGBA
eaRig,deepstalker/anims/strike/f/0/d,WEBP,187,91,True,2582,RGBA
eaRig,deepstalker/anims/strike/f/1/d,WEBP,144,112,True,2628,RGBA
eaRig,deepstalker/anims/strike/f/2/d,WEBP,128,112,True,2744,RGBA
eaRig,deepstalker/anims/strike/f/3/d,WEBP,216,97,True,2870,RGBA
eaRig,deepstalker/anims/strike/f/4/d,WEBP,194,79,True,2440,RGBA
eaRig,deepstalker/anims/strike/f/5/d,WEBP,181,82,True,2504,RGBA
eaRig,deepstalker/anims/strike/f/6/d,WEBP,170,85,True,2354,RGBA
eaRig,deepstalker/anims/strike/f/7/d,WEBP,169,91,True,2440,RGBA
eaRig,deepstalker/anims/strike/f/8/d,WEBP,173,91,True,2362,RGBA
eaRig,deepstalker/anims/strike/f/9/d,WEBP,171,100,True,2458,RGBA
eaRig,deepstalker/anims/strike/f/10/d,WEBP,177,98,True,2474,RGBA
eaRig,deepstalker/anims/strike/f/11/d,WEBP,181,96,True,2452,RGBA
eaRig,deepstalker/anims/strike/f/12/d,WEBP,184,94,True,2544,RGBA
eaRig,deepstalker/anims/strike/f/13/d,WEBP,188,91,True,2674,RGBA
eaRig,bronto/anims/death/f/0/d,WEBP,244,198,True,12506,RGBA
eaRig,bronto/anims/death/f/1/d,WEBP,247,200,True,12340,RGBA
eaRig,bronto/anims/death/f/2/d,WEBP,263,195,True,12308,RGBA
eaRig,bronto/anims/death/f/3/d,WEBP,263,194,True,12376,RGBA
eaRig,bronto/anims/death/f/4/d,WEBP,263,196,True,12620,RGBA
eaRig,bronto/anims/death/f/5/d,WEBP,263,200,True,12602,RGBA
eaRig,bronto/anims/death/f/6/d,WEBP,265,193,True,12114,RGBA
eaRig,bronto/anims/death/f/7/d,WEBP,287,138,True,8750,RGBA
eaRig,bronto/anims/death/f/8/d,WEBP,366,132,True,9266,RGBA
eaRig,bronto/anims/death/f/9/d,WEBP,295,132,True,9034,RGBA
eaRig,bronto/anims/death/f/10/d,WEBP,293,133,True,9116,RGBA
eaRig,bronto/anims/dmg/f/0/d,WEBP,245,198,True,12472,RGBA
eaRig,bronto/anims/dmg/f/1/d,WEBP,236,203,True,12722,RGBA
eaRig,bronto/anims/dmg/f/2/d,WEBP,233,199,True,12872,RGBA
eaRig,bronto/anims/dmg/f/3/d,WEBP,230,192,True,11996,RGBA
eaRig,bronto/anims/dmg/f/4/d,WEBP,237,195,True,12234,RGBA
eaRig,bronto/anims/dmg/f/5/d,WEBP,242,197,True,12344,RGBA
eaRig,bronto/anims/dmg/f/6/d,WEBP,245,198,True,12472,RGBA
eaRig,bronto/anims/idle/f/0/d,WEBP,245,198,True,12774,RGBA
eaRig,bronto/anims/idle/f/1/d,WEBP,246,199,True,12758,RGBA
eaRig,bronto/anims/idle/f/2/d,WEBP,247,200,True,12872,RGBA
eaRig,bronto/anims/idle/f/3/d,WEBP,248,201,True,12794,RGBA
eaRig,bronto/anims/idle/f/4/d,WEBP,249,202,True,12694,RGBA
eaRig,bronto/anims/idle/f/5/d,WEBP,249,202,True,12602,RGBA
eaRig,bronto/anims/idle/f/6/d,WEBP,250,202,True,12728,RGBA
eaRig,bronto/anims/idle/f/7/d,WEBP,250,201,True,12722,RGBA
eaRig,bronto/anims/idle/f/8/d,WEBP,250,200,True,12592,RGBA
eaRig,bronto/anims/idle/f/9/d,WEBP,249,199,True,12800,RGBA
eaRig,bronto/anims/idle/f/10/d,WEBP,247,199,True,12600,RGBA
eaRig,bronto/anims/idle/f/11/d,WEBP,245,198,True,12656,RGBA
eaRig,bronto/anims/strike/f/0/d,WEBP,245,198,True,12532,RGBA
eaRig,bronto/anims/strike/f/1/d,WEBP,236,185,True,11788,RGBA
eaRig,bronto/anims/strike/f/2/d,WEBP,227,171,True,11258,RGBA
eaRig,bronto/anims/strike/f/3/d,WEBP,229,158,True,10414,RGBA
eaRig,bronto/anims/strike/f/4/d,WEBP,256,220,True,14132,RGBA
eaRig,bronto/anims/strike/f/5/d,WEBP,271,224,True,13852,RGBA
eaRig,bronto/anims/strike/f/6/d,WEBP,301,244,True,13728,RGBA
eaRig,bronto/anims/strike/f/7/d,WEBP,268,209,True,12928,RGBA
eaRig,bronto/anims/strike/f/8/d,WEBP,265,192,True,12300,RGBA
eaRig,bronto/anims/strike/f/9/d,WEBP,255,179,True,11586,RGBA
eaRig,bronto/anims/strike/f/10/d,WEBP,238,172,True,11778,RGBA
eaRig,bronto/anims/strike/f/11/d,WEBP,237,185,True,12002,RGBA
eaRig,bronto/anims/strike/f/12/d,WEBP,242,194,True,12254,RGBA
eaRig,bronto/anims/strike/f/13/d,WEBP,245,198,True,12532,RGBA
eaRig,dragon/anims/death/f/0/d,WEBP,527,296,True,17922,RGBA
eaRig,dragon/anims/death/f/1/d,WEBP,491,317,True,17506,RGBA
eaRig,dragon/anims/death/f/2/d,WEBP,536,299,True,16712,RGBA
eaRig,dragon/anims/death/f/3/d,WEBP,617,205,True,14118,RGBA
eaRig,dragon/anims/death/f/4/d,WEBP,713,238,True,12320,RGBA
eaRig,dragon/anims/death/f/5/d,WEBP,731,159,True,12002,RGBA
eaRig,dragon/anims/death/f/6/d,WEBP,750,167,True,12496,RGBA
eaRig,dragon/anims/death/f/7/d,WEBP,762,168,True,12512,RGBA
eaRig,dragon/anims/death/f/8/d,WEBP,666,147,True,10702,RGBA
eaRig,dragon/anims/dmg/f/0/d,WEBP,527,295,True,17750,RGBA
eaRig,dragon/anims/dmg/f/1/d,WEBP,453,309,True,17510,RGBA
eaRig,dragon/anims/dmg/f/2/d,WEBP,473,303,True,17182,RGBA
eaRig,dragon/anims/dmg/f/3/d,WEBP,523,302,True,18136,RGBA
eaRig,dragon/anims/dmg/f/4/d,WEBP,561,300,True,18386,RGBA
eaRig,dragon/anims/dmg/f/5/d,WEBP,586,299,True,18422,RGBA
eaRig,dragon/anims/dmg/f/6/d,WEBP,613,298,True,18122,RGBA
eaRig,dragon/anims/dmg/f/7/d,WEBP,630,297,True,18224,RGBA
eaRig,dragon/anims/dmg/f/8/d,WEBP,649,295,True,18234,RGBA
eaRig,dragon/anims/dmg/f/9/d,WEBP,648,295,True,18230,RGBA
eaRig,dragon/anims/idle/f/0/d,WEBP,566,295,True,18582,RGBA
eaRig,dragon/anims/idle/f/1/d,WEBP,517,297,True,18804,RGBA
eaRig,dragon/anims/idle/f/2/d,WEBP,540,298,True,19288,RGBA
eaRig,dragon/anims/idle/f/3/d,WEBP,515,299,True,18570,RGBA
eaRig,dragon/anims/idle/f/4/d,WEBP,539,300,True,18506,RGBA
eaRig,dragon/anims/idle/f/5/d,WEBP,564,301,True,18034,RGBA
eaRig,dragon/anims/idle/f/6/d,WEBP,592,303,True,18216,RGBA
eaRig,dragon/anims/idle/f/7/d,WEBP,638,304,True,18688,RGBA
eaRig,dragon/anims/idle/f/8/d,WEBP,663,305,True,18644,RGBA
eaRig,dragon/anims/idle/f/9/d,WEBP,670,306,True,18936,RGBA
eaRig,dragon/anims/idle/f/10/d,WEBP,685,307,True,18964,RGBA
eaRig,dragon/anims/idle/f/11/d,WEBP,665,307,True,19032,RGBA
eaRig,dragon/anims/idle/f/12/d,WEBP,652,308,True,19002,RGBA
eaRig,dragon/anims/idle/f/13/d,WEBP,628,309,True,19580,RGBA
eaRig,dragon/anims/idle/f/14/d,WEBP,639,308,True,19594,RGBA
eaRig,dragon/anims/idle/f/15/d,WEBP,647,307,True,20038,RGBA
eaRig,dragon/anims/idle/f/16/d,WEBP,603,306,True,18854,RGBA
eaRig,dragon/anims/idle/f/17/d,WEBP,602,305,True,18690,RGBA
eaRig,dragon/anims/idle/f/18/d,WEBP,596,304,True,18028,RGBA
eaRig,dragon/anims/idle/f/19/d,WEBP,591,304,True,18142,RGBA
eaRig,dragon/anims/idle/f/20/d,WEBP,595,303,True,18318,RGBA
eaRig,dragon/anims/idle/f/21/d,WEBP,573,301,True,18082,RGBA
eaRig,dragon/anims/idle/f/22/d,WEBP,548,300,True,18156,RGBA
eaRig,dragon/anims/idle/f/23/d,WEBP,505,299,True,18278,RGBA
eaRig,dragon/anims/idle/f/24/d,WEBP,507,298,True,18290,RGBA
eaRig,dragon/anims/idle/f/25/d,WEBP,549,297,True,18394,RGBA
eaRig,dragon/anims/idle/f/26/d,WEBP,578,295,True,18752,RGBA
eaRig,dragon/anims/strike/f/0/d,WEBP,527,295,True,17752,RGBA
eaRig,dragon/anims/strike/f/1/d,WEBP,461,303,True,18514,RGBA
eaRig,dragon/anims/strike/f/2/d,WEBP,450,299,True,17496,RGBA
